Ranking,Fund Short Name,Investment Strategy,Dummy,Fund Company,Dummy,Recent Month Return,Dummy,Lastest NAV,Cumulative Return,Dummy,Dummy,Dummy,Annalized Return,Sharpe Ratio,Year Rating
22533,211镇江新区市政建设,其他,查看,东方财富证券,查看,5.28%,查看,1.0257,15.74%,查看,查看,查看,,,
22534,国金恒盛分级3号风险级,股票策略,查看,国金证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22535,华泰紫金中和1号多空如弈如意A1份额,其他,查看,华泰证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22536,大数据对冲2号基金,套利策略,查看,量化投资,查看,15.49%,查看,1.1330,13.30%,查看,查看,查看,,,
22537,荣华6期,股票策略,查看,玖歌投资,查看,-14.10%,查看,1.2201,22.01%,查看,查看,查看,,,
22538,光大富尊会新三板1号,新三板,查看,光大证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22539,民生通惠霜雪,股票策略,查看,映雪投资,查看,4.24%,查看,1.1165,11.65%,查看,查看,查看,,,
22540,长城江铜保理1号,债券策略,查看,长城证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22541,中山保理通第5期优先级,非策略类,查看,中山证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22542,君享质押宝优先级121天,其他,查看,国泰君安,查看,50.49%,查看,1.8002,97.96%,查看,查看,查看,,,
22543,通金进取1号基金,股票策略,查看,通金投资,查看,19.30%,查看,0.6800,-32.00%,查看,查看,查看,,,
22544,混沌4号,股票策略,查看,混沌道然资产,查看,-2.94%,查看,1.5074,52.86%,查看,查看,查看,,,
22545,臻品瑞龙7号,管理期货,查看,臻治,查看,--,查看,1.3648,36.48%,查看,查看,查看,,,
22546,外贸信托-汇利投资尊享F期,管理期货,查看,汇利资产,查看,11.93%,查看,0.8563,-14.37%,查看,查看,查看,,,
22547,平安阖鼎·系数增强基金,对冲策略,查看,系数投资,查看,-1.56%,查看,1.0055,0.55%,查看,查看,查看,,,
22548,和熙21号成长型,其他,查看,和熙投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22549,艾叶1号优先级,管理期货,查看,诺德基金,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22550,艾方多策略对冲套利2号,其他,查看,艾方资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22551,泽元改革机遇证券投资1期,股票策略,查看,泽元资本,查看,-17.80%,查看,0.8220,-17.80%,查看,查看,查看,,,
22552,深圳市丕显同人,股票策略,查看,丕显资管,查看,40.86%,查看,0.9380,-6.20%,查看,查看,查看,,,
22553,双隆鼎实5号一期,多策略,查看,双隆投资,查看,-6.32%,查看,0.9930,64.50%,查看,查看,查看,,,
22554,富安达-中信恒如2期,其他,查看,恒如投资,查看,--,查看,1.0467,4.67%,查看,查看,查看,,,
22555,上善耀之3号,其他,查看,耀之资产,查看,2.43%,查看,1.0509,5.09%,查看,查看,查看,,,
22556,嘉和择时对冲1期,其他,查看,上海汇诺,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22557,歌斐创世惠理高红利1号,股票策略,查看,歌斐诺宝,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22558,阿尔法量化对冲六阳贞5号,套利策略,查看,六阳资产,查看,0.34%,查看,0.9949,-0.51%,查看,查看,查看,,,
22559,诚汇基金-价值50叁号,股票策略,查看,诚汇投资,查看,--,查看,1.0230,2.30%,查看,查看,查看,,,
22560,植瑞-莱茵投资基金,股票策略,查看,植瑞投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22561,哈尔滨生活汇棚改专项1期,其他,查看,长富汇银,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22562,合信虑远金泽1号,股票策略,查看,上海虑远资产,查看,--,查看,0.8750,-12.50%,查看,查看,查看,,,
22563,圆融方德伽蓝一号,股票策略,查看,圆融方德,查看,-0.94%,查看,0.7179,-28.21%,查看,查看,查看,,,
22564,明远智诚鑫泰,股票策略,查看,智诚海威,查看,--,查看,1.0062,0.62%,查看,查看,查看,,,
22565,天演赛肯,套利策略,查看,天演资本,查看,8.04%,查看,1.1829,18.29%,查看,查看,查看,,,
22566,秉泉平安汇通私募,其他,查看,秉泉投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22567,长河畅达稳健2号,股票策略,查看,长河畅达投资,查看,37.37%,查看,1.2720,27.20%,查看,查看,查看,,,
22568,和正成长量化1号,对冲策略,查看,和正投资,查看,--,查看,1.0049,0.49%,查看,查看,查看,,,
22569,风格汇鑫2号,股票策略,查看,长安基金,查看,-5.47%,查看,0.8990,-10.10%,查看,查看,查看,,,
22570,衍昌稳健一号,其他,查看,衍昌资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22571,韬韫定增8号,定向增发,查看,韬韫投资,查看,14.11%,查看,1.1800,18.00%,查看,查看,查看,,,
22572,中投首善定增精选2号,定向增发,查看,中投首善,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22573,洛书CTA二期,管理期货,查看,洛书投资,查看,--,查看,1.0200,2.00%,查看,查看,查看,,,
22574,蓝色郁金香1号,股票策略,查看,蓝色郁金香,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22575,恒宇天泽昆仑二号,债券策略,查看,恒宇天泽投资,查看,--,查看,1.0030,0.30%,查看,查看,查看,,,
22576,明毅3号,债券策略,查看,明毅兄弟投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22577,商境豫泰添利1号,股票策略,查看,商境资本,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22578,仁仁绝对收益1期,多策略,查看,上海仁仁,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22579,君拙君隆三号,多策略,查看,君拙投资,查看,--,查看,1.0550,5.50%,查看,查看,查看,,,
22580,玖沣十号基金,股票策略,查看,青沣资产,查看,-43.70%,查看,0.5630,-43.70%,查看,查看,查看,,,
22581,平安财富·大岩量化进取,多策略,查看,平安财富理财,查看,--,查看,1.0242,2.42%,查看,查看,查看,,,
22582,同威2期,股票策略,查看,同威资产,查看,1.88%,查看,0.8983,-10.17%,查看,查看,查看,,,
22583,昊宸军工并购5号,其他,查看,四川昊宸资产,查看,--,查看,0.9790,-2.10%,查看,查看,查看,,,
22584,青骓量化一期,套利策略,查看,青骓投资,查看,-0.12%,查看,0.9666,-3.34%,查看,查看,查看,,,
22585,黄金优选5期2号,股票策略,查看,尚雅投资,查看,-16.63%,查看,1.0000,0.00%,查看,查看,查看,,,
22586,烜鼎鑫诚二号,股票策略,查看,呈瑞投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22587,北大青鸟航空旅游业发展,其他,查看,北京青瑞聚信,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22588,精熙成长红利,股票策略,查看,精熙投资,查看,-60.07%,查看,1.0000,0.00%,查看,查看,查看,,,
22589,中信信泽财富6号,债券策略,查看,中信证券,查看,0.06%,查看,1.0284,5.87%,查看,查看,查看,,,
22590,恒泰创富7号优先级,股票策略,查看,恒泰证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22591,朱雀阿尔法7号专项1,套利策略,查看,朱雀投资,查看,-6.59%,查看,1.1196,11.96%,查看,查看,查看,,,
22592,鑫融5号B,债券策略,查看,兴业证券,查看,-0.54%,查看,0.9986,-0.14%,查看,查看,查看,,,
22593,华龙金智汇量化1号A,股票策略,查看,华龙证券,查看,-5.51%,查看,1.0000,0.00%,查看,查看,查看,,,
22594,中信信享春华7号,债券策略,查看,中信证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22595,重阳对冲1号尊享V期,对冲策略,查看,重阳投资,查看,-10.69%,查看,1.0466,4.66%,查看,查看,查看,,,
22596,歌斐诺宝TOP30对冲母基金1号,其他,查看,歌斐诺宝,查看,--,查看,1.1805,18.05%,查看,查看,查看,,,
22597,西部OTC恒盈建发3号,其他,查看,西部证券,查看,5.36%,查看,1.0030,18.10%,查看,查看,查看,,,
22598,财通聚富5号A17,债券策略,查看,财通证券,查看,0.00%,查看,1.0000,9.80%,查看,查看,查看,,,
22599,超越理财东湖3号进取级,定向增发,查看,长江证券,查看,-62.35%,查看,1.0454,4.54%,查看,查看,查看,,,
22600,好菜鸟热点轮动对冲基金,股票策略,查看,好菜鸟投资,查看,-1.34%,查看,1.2470,36.28%,查看,查看,查看,,,
22601,国泰君安君享通宝51号,其他,查看,国泰君安,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22602,恒如3期,套利策略,查看,恒如投资,查看,27.15%,查看,1.4078,40.78%,查看,查看,查看,,,
22603,中信信衍财富5号（B类份额）,债券策略,查看,中信证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22604,中山峰益1号B类份额,其他,查看,中山证券,查看,1.81%,查看,1.0170,14.93%,查看,查看,查看,,,
22605,尊富医疗保健行业,股票策略,查看,前海尊富资本,查看,--,查看,0.9870,-1.30%,查看,查看,查看,,,
22606,中信信泽财富68号,债券策略,查看,中信证券,查看,3.63%,查看,1.0421,11.49%,查看,查看,查看,,,
22607,银河资本-盛世元聚量化5号,股票策略,查看,盛世资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22608,兴云广发1号,股票策略,查看,兴云投资,查看,311.98%,查看,4.3987,339.87%,查看,查看,查看,,,
22609,恒天稳利3号中融融盈15号2期,组合策略,查看,恒天财富,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22610,德相资产管理1号,股票策略,查看,新宇资产,查看,-3.37%,查看,0.9663,-3.37%,查看,查看,查看,,,
22611,中山保理通第5期劣后级,非策略类,查看,中山证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22612,君享质押宝优先级,其他,查看,国泰君安,查看,50.49%,查看,1.8002,97.96%,查看,查看,查看,,,
22613,招商瑞泰灵活配置3号,股票策略,查看,招商基金,查看,-5.18%,查看,1.1350,13.50%,查看,查看,查看,,,
22614,优素对冲2号,股票策略,查看,优素资产,查看,--,查看,0.8050,-19.50%,查看,查看,查看,,,
22615,系数对冲稳健2期,套利策略,查看,系数投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22616,和熙智翔一号基金,股票策略,查看,和熙投资,查看,-26.65%,查看,0.7598,-24.02%,查看,查看,查看,,,
22617,弘哲亿信言起2号,多策略,查看,诺德基金,查看,-2.64%,查看,0.9220,-7.80%,查看,查看,查看,,,
22618,莞盈一号,多策略,查看,兴业银行,查看,-65.40%,查看,0.3283,-60.47%,查看,查看,查看,,,
22619,泽元改革机遇证券投资2期,股票策略,查看,泽元资本,查看,-20.10%,查看,0.7990,-20.10%,查看,查看,查看,,,
22620,汇智圆通阿尔法2号,股票策略,查看,元量致世,查看,18.64%,查看,1.2030,20.30%,查看,查看,查看,,,
22621,私募学院菁英20号,其他,查看,北京前道资本,查看,--,查看,0.5466,-45.34%,查看,查看,查看,,,
22622,乐依瑞达增强1号,管理期货,查看,乐依资产,查看,-5.80%,查看,0.9420,-5.80%,查看,查看,查看,,,
22623,涌贝资产诚信一号,股票策略,查看,涌贝资产,查看,6.76%,查看,0.9000,-10.00%,查看,查看,查看,,,
22624,富善优享7号稳盈O期,对冲策略,查看,富善投资,查看,1.42%,查看,1.0000,0.00%,查看,查看,查看,,,
22625,高毅晓峰尊享F期,股票策略,查看,高毅资产,查看,12.45%,查看,1.0305,3.05%,查看,查看,查看,,,
22626,鲸品收益权1号投资,组合策略,查看,巨鲸财富,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22627,量特资产109号,管理期货,查看,量特资产,查看,4.28%,查看,1.0657,6.57%,查看,查看,查看,,,
22628,植瑞-长青11号,组合策略,查看,植瑞投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22629,共盈大岩·量化进取,股票策略,查看,大岩资本,查看,-5.89%,查看,1.4230,153.40%,查看,查看,查看,,,
22630,一壹长富翡翠恋人影视基金,股票策略,查看,长富汇银,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22631,合信虑远川泽,股票策略,查看,上海虑远资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22632,和谐并购子4号,股票策略,查看,和谐浩数,查看,-1.09%,查看,0.9891,-1.09%,查看,查看,查看,,,
22633,红五星基金,股票策略,查看,炳富投资,查看,5.55%,查看,1.0840,138.20%,查看,查看,查看,,,
22634,朴素资本6号并购投资,其他,查看,冠群朴素,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22635,优檀常投稳盈一号,股票策略,查看,优檀投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22636,千石资本-思源恒岳2号,股票策略,查看,思源恒岳资产,查看,-3.30%,查看,0.9081,-9.19%,查看,查看,查看,,,
22637,领航南方钱邮行早一号,股票策略,查看,深圳恒泽荣耀,查看,-0.10%,查看,1.0140,7.40%,查看,查看,查看,,,
22638,中融国富-稳隆1号,股票策略,查看,中融国富投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22639,鼎益资本-斐然节能1号,股票策略,查看,万达鼎益,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22640,盛世鸿升1号,股票策略,查看,宁海盛世鸿升,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22641,银叶量化1号,管理期货,查看,银叶投资,查看,-4.79%,查看,0.9521,-4.79%,查看,查看,查看,,,
22642,健康之路分拆VIE定向,定向增发,查看,富奋资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22643,鑫琻汇俊芮增强二号,股票策略,查看,上海鑫琻,查看,--,查看,1.0590,11.40%,查看,查看,查看,,,
22644,享稳盈二号,股票策略,查看,民享投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22645,佳翰龙腾,股票策略,查看,浙江佳翰,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22646,第二对冲一期,套利策略,查看,深圳第二基金,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22647,丰圣-融驰稳健4号,股票策略,查看,丰圣财富,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22648,浦明允文作品1号,股票策略,查看,浦明资本,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22649,徕乾一号,股票策略,查看,徕乾资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22650,泓湖1期,股票策略,查看,泓湖投资,查看,12.48%,查看,2.8872,-97.11%,查看,查看,查看,,,
22651,青沣有和,其他,查看,青沣资产,查看,3.70%,查看,1.0370,3.70%,查看,查看,查看,,,
22652,创世合肥华泰一号,股票策略,查看,芜湖歌斐资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22653,青沣有泰2期证券投资基金,股票策略,查看,青沣资产,查看,-17.80%,查看,0.8220,-17.80%,查看,查看,查看,,,
22654,聚赢四号,股票策略,查看,巨能投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22655,硅谷惠银漳州靖城1号,股票策略,查看,硅谷惠银,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22656,江洋二号,股票策略,查看,江洋资本,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22657,融新292号西域光华59,股票策略,查看,西域投资,查看,47.83%,查看,1.5695,114.23%,查看,查看,查看,,,
22658,淘利多策略23号,多策略,查看,淘利资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22659,长金8号3期,股票策略,查看,长金投资,查看,15.42%,查看,1.4456,44.56%,查看,查看,查看,,,
22660,融赢东海1号第4期投资组合,股票策略,查看,东海证券,查看,-7.69%,查看,0.8252,-17.48%,查看,查看,查看,,,
22661,恒泰创富8号,股票策略,查看,恒泰证券,查看,5.08%,查看,1.0750,7.50%,查看,查看,查看,,,
22662,恒信盈创一期,股票策略,查看,恒信盈创,查看,3.08%,查看,1.0673,6.73%,查看,查看,查看,,,
22663,恒泰创富7号次级,股票策略,查看,恒泰证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22664,国联玉玲珑消费精选优先级,股票策略,查看,国联证券,查看,-1.46%,查看,1.0005,0.05%,查看,查看,查看,,,
22665,海通海富8号A,股票策略,查看,海通证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22666,安进1号大岩对冲尊享B期,股票策略,查看,大岩资本,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22667,西部恒盈香都,其他,查看,西部证券,查看,1.70%,查看,1.0170,1.70%,查看,查看,查看,,,
22668,华融定增3号A,股票策略,查看,华融证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22669,私募工场之晓星1号,股票策略,查看,达任资产,查看,12.78%,查看,1.1959,19.59%,查看,查看,查看,,,
22670,国泰君安青骓高频2期,管理期货,查看,青骓投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22671,永安七禾言程序零号基金,多策略,查看,言起投资,查看,22.39%,查看,1.2410,24.10%,查看,查看,查看,,,
22672,长安喜世润天恒盈3号,套利策略,查看,喜世润投资,查看,-1.07%,查看,1.3533,35.33%,查看,查看,查看,,,
22673,富舜共赢4号基金,股票策略,查看,富舜投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22674,庸恳高傅量化1号基金,股票策略,查看,庸恳资产,查看,14.71%,查看,1.1540,15.40%,查看,查看,查看,,,
22675,财通聚富5号A19,其他,查看,财通证券,查看,0.00%,查看,1.0000,9.95%,查看,查看,查看,,,
22676,灵通丰利90天21号,其他,查看,申万宏源证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22677,融资宝A类第117期,股票策略,查看,五矿证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22678,启源一号优先级186天第1期,债券策略,查看,中山证券,查看,--,查看,1.0018,1.13%,查看,查看,查看,,,
22679,浙商金惠长春城开2号,其他,查看,浙商证券,查看,7.16%,查看,1.0973,9.73%,查看,查看,查看,,,
22680,中信贵宾定制26号,债券策略,查看,中信证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22681,安州量化2号进取级,其他,查看,安州投资,查看,-6.55%,查看,1.0980,9.80%,查看,查看,查看,,,
22682,中山峰益1号A,其他,查看,中山证券,查看,-0.07%,查看,1.0142,12.80%,查看,查看,查看,,,
22683,弘酬对冲1号,组合策略,查看,弘酬投资,查看,--,查看,1.0920,9.20%,查看,查看,查看,,,
22684,齐鲁海锐1号优先级,股票策略,查看,齐鲁证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22685,熔岩达蓬1号基金,股票策略,查看,熔岩投资,查看,-10.90%,查看,1.3490,64.90%,查看,查看,查看,,,
22686,期期共喜二号,管理期货,查看,共喜资产,查看,410.34%,查看,1.9644,266.04%,查看,查看,查看,,,
22687,好菜鸟事件驱动动态对冲,股票策略,查看,好菜鸟投资,查看,--,查看,0.9470,-5.30%,查看,查看,查看,,,
22688,旗峰财富12号A类,组合策略,查看,东莞证券,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22689,君享稳发二号优先级A3,债券策略,查看,国泰君安,查看,0.00%,查看,1.0000,0.00%,查看,查看,查看,,,
22690,泉桥量化3号,股票策略,查看,泉桥资产,查看,-3.62%,查看,1.6999,69.99%,查看,查看,查看,,,
22691,招商瑞泰灵活配置5号,股票策略,查看,招商基金,查看,-4.37%,查看,1.0950,9.50%,查看,查看,查看,,,
22692,优素成长,管理期货,查看,优素资产,查看,-0.00%,查看,3.2845,228.45%,查看,查看,查看,,,
22693,云信八期第10期晨光1号,股票策略,查看,方德智联,查看,-14.75%,查看,1.0613,6.13%,查看,查看,查看,,,
22694,和熙并购3期,债券策略,查看,和熙投资,查看,0.00%,查看,1.0000,0.00%,查看,查看,查看,,,
22695,弘哲亿信诺德量化1号,其他,查看,诺德基金,查看,--,查看,1.0130,1.30%,查看,查看,查看,,,
22696,艾方多策略对冲增强8号C,其他,查看,艾方资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22697,泽元改革机遇证券投资4期,股票策略,查看,泽元资本,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22698,鲲鹏资本-打新基金2号,组合策略,查看,鲲鹏资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22699,辛戈1号,股票策略,查看,辛戈投资,查看,-29.04%,查看,0.6330,-36.70%,查看,查看,查看,,,
22700,健顺云2号基金,股票策略,查看,健顺,查看,17.75%,查看,1.0112,1.12%,查看,查看,查看,,,
22701,金钥匙金石五期2号,其他,查看,金石投资,查看,-11.49%,查看,0.9656,-3.44%,查看,查看,查看,,,
22702,沣华盛鼎1号,其他,查看,新疆沣华盛鼎,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22703,量道对冲1号,套利策略,查看,量道投资,查看,--,查看,0.9978,-0.22%,查看,查看,查看,,,
22704,盛泉恒元多策略3号,多策略,查看,盛泉恒元投资,查看,4.69%,查看,1.0309,3.09%,查看,查看,查看,,,
22705,广东鸿裕资产管理4号,管理期货,查看,鸿裕资产,查看,-79.98%,查看,0.2488,-75.12%,查看,查看,查看,,,
22706,百慧投资私募学院菁英67号,股票策略,查看,百慧投资,查看,--,查看,0.9611,-3.89%,查看,查看,查看,,,
22707,黑翼CTA二号E,管理期货,查看,黑翼资产,查看,--,查看,1.0016,0.16%,查看,查看,查看,,,
22708,鲸韵文化定向1号,定向增发,查看,巨鲸财富,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22709,重阳培养7号,股票策略,查看,重阳投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22710,歌斐诺宝稳健增长组合1号,组合策略,查看,歌斐诺宝,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22711,盎泽-筑金朝阳1号,其他,查看,筑金投资,查看,--,查看,0.9970,-0.30%,查看,查看,查看,,,
22712,生活汇棚改项目专项2期,其他,查看,长富汇银,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22713,中证金葵花腾飞2号定增,定向增发,查看,中证金葵花,查看,--,查看,0.7807,-21.93%,查看,查看,查看,,,
22714,博弈量化保本1号,股票策略,查看,博弈量化投资,查看,-0.00%,查看,1.1480,14.80%,查看,查看,查看,,,
22715,深圳冠群朴素-8号,其他,查看,冠群朴素,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22716,天志1号,股票策略,查看,云天志基金,查看,0.30%,查看,1.0030,0.30%,查看,查看,查看,,,
22717,南方钱邮温商一号,股票策略,查看,深圳恒泽荣耀,查看,-2.36%,查看,1.0340,7.80%,查看,查看,查看,,,
22718,高特佳金斧子盘古5号,其他,查看,金斧子资本,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22719,厦门理境趋势一号基金,其他,查看,理境投资,查看,-0.51%,查看,0.9730,134.30%,查看,查看,查看,,,
22720,尚育稳赢一号,股票策略,查看,尚育投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22721,汉唐凌和1号,股票策略,查看,汉唐凌和,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22722,新德汇嘉泰一号,对冲策略,查看,新德汇资产,查看,-3.70%,查看,0.9630,-3.70%,查看,查看,查看,,,
22723,东圣1号,股票策略,查看,东圣智衍,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22724,资乘指北针5期,股票策略,查看,资乘股权,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22725,善得进取一号,股票策略,查看,三荣投资,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22726,天赋动力成长3号,股票策略,查看,天赋资本,查看,--,查看,1.0340,3.40%,查看,查看,查看,,,
22727,奉贤中小企业创新发展投资,其他,查看,圣多金基,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22728,大河盛泽5号,其他,查看,陆家嘴财富,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
22729,大卓启明星,股票策略,查看,大卓资产,查看,--,查看,1.0000,0.00%,查看,查看,查看,,,
